Passenger_Record_ID,Flight_ID,Passenger_Count,Ticket_Class,Ticket_Revenue
5649,5649,139,Business,1112000
5650,5650,193,Business,1544000
5651,5651,215,Business,1720000
5652,5652,116,Economy,348000
5653,5653,69,Economy,207000
5654,5654,160,Economy,480000
5655,5655,118,Economy,354000
5656,5656,247,Business,1976000
5657,5657,74,Business,592000
5658,5658,138,Economy,414000
5659,5659,103,Business,824000
5660,5660,61,Business,488000
5661,5661,114,Business,912000
5662,5662,231,Economy,693000
5663,5663,116,Business,928000
5664,5664,198,Economy,594000
5665,5665,182,Economy,546000
5666,5666,235,Business,1880000
5667,5667,128,Economy,384000
5668,5668,181,Economy,543000
5669,5669,68,Economy,204000
5670,5670,130,Economy,390000
5671,5671,104,Economy,312000
5672,5672,110,Economy,330000
5673,5673,249,Economy,747000
5674,5674,150,Economy,450000
5675,5675,201,Economy,603000
5676,5676,245,Economy,735000
5677,5677,196,Business,1568000
5678,5678,73,Business,584000
5679,5679,103,Economy,309000
5680,5680,198,Economy,594000
5681,5681,130,Business,1040000
5682,5682,249,Economy,747000
5683,5683,68,Economy,204000
5684,5684,230,Business,1840000
5685,5685,227,Business,1816000
5686,5686,200,Business,1600000
5687,5687,86,Economy,258000
5688,5688,77,Business,616000
5689,5689,129,Business,1032000
5690,5690,120,Business,960000
5691,5691,198,Economy,594000
5692,5692,70,Business,560000
5693,5693,218,Business,1744000
5694,5694,84,Economy,252000
5695,5695,159,Economy,477000
5696,5696,50,Economy,150000
5697,5697,141,Economy,423000
5698,5698,244,Economy,732000
5699,5699,140,Economy,420000
5700,5700,119,Economy,357000
5701,5701,181,Business,1448000
5702,5702,50,Business,400000
5703,5703,198,Economy,594000
5704,5704,148,Business,1184000
5705,5705,141,Business,1128000
5706,5706,131,Economy,393000
5707,5707,165,Business,1320000
5708,5708,174,Business,1392000
5709,5709,101,Business,808000
5710,5710,148,Business,1184000
5711,5711,102,Business,816000
5712,5712,134,Business,1072000
5713,5713,129,Business,1032000
5714,5714,105,Economy,315000
5715,5715,152,Economy,456000
5716,5716,136,Business,1088000
5717,5717,243,Business,1944000
5718,5718,244,Economy,732000
5719,5719,82,Business,656000
5720,5720,72,Economy,216000
5721,5721,55,Business,440000
5722,5722,134,Business,1072000
5723,5723,224,Economy,672000
5724,5724,235,Economy,705000
5725,5725,54,Business,432000
5726,5726,126,Business,1008000
5727,5727,132,Economy,396000
5728,5728,58,Business,464000
5729,5729,52,Business,416000
5730,5730,238,Business,1904000
5731,5731,241,Economy,723000
5732,5732,95,Business,760000
5733,5733,233,Economy,699000
5734,5734,88,Business,704000
5735,5735,62,Business,496000
5736,5736,90,Business,720000
5737,5737,188,Business,1504000
5738,5738,90,Economy,270000
5739,5739,124,Economy,372000
5740,5740,224,Business,1792000
5741,5741,226,Business,1808000
5742,5742,242,Business,1936000
5743,5743,84,Economy,252000
5744,5744,212,Business,1696000
5745,5745,116,Economy,348000
5746,5746,181,Economy,543000
5747,5747,73,Business,584000
5748,5748,143,Economy,429000
5749,5749,145,Business,1160000
5750,5750,162,Economy,486000
5751,5751,133,Business,1064000
5752,5752,213,Economy,639000
5753,5753,105,Business,840000
5754,5754,53,Economy,159000
5755,5755,217,Economy,651000
5756,5756,220,Business,1760000
5757,5757,107,Business,856000
5758,5758,111,Economy,333000
5759,5759,184,Economy,552000
5760,5760,186,Economy,558000
5761,5761,71,Economy,213000
5762,5762,53,Economy,159000
5763,5763,177,Business,1416000
5764,5764,213,Economy,639000
5765,5765,247,Economy,741000
5766,5766,244,Economy,732000
5767,5767,84,Economy,252000
5768,5768,82,Business,656000
5769,5769,184,Business,1472000
5770,5770,154,Economy,462000
5771,5771,232,Economy,696000
5772,5772,170,Economy,510000
5773,5773,224,Economy,672000
5774,5774,239,Business,1912000
5775,5775,244,Business,1952000
5776,5776,113,Business,904000
5777,5777,170,Economy,510000
5778,5778,220,Economy,660000
5779,5779,67,Economy,201000
5780,5780,52,Economy,156000
5781,5781,108,Business,864000
5782,5782,165,Economy,495000
5783,5783,239,Economy,717000
5784,5784,88,Business,704000
5785,5785,113,Economy,339000
5786,5786,130,Economy,390000
5787,5787,109,Economy,327000
5788,5788,154,Economy,462000
5789,5789,219,Business,1752000
5790,5790,158,Business,1264000
5791,5791,54,Economy,162000
5792,5792,95,Business,760000
5793,5793,181,Economy,543000
5794,5794,63,Business,504000
5795,5795,60,Business,480000
5796,5796,237,Business,1896000
5797,5797,71,Economy,213000
5798,5798,155,Economy,465000
5799,5799,54,Economy,162000
5800,5800,230,Economy,690000
5801,5801,189,Business,1512000
5802,5802,198,Business,1584000
5803,5803,128,Economy,384000
5804,5804,73,Business,584000
5805,5805,62,Business,496000
5806,5806,145,Business,1160000
5807,5807,75,Economy,225000
5808,5808,89,Economy,267000
5809,5809,75,Business,600000
5810,5810,222,Economy,666000
5811,5811,79,Economy,237000
5812,5812,113,Business,904000
5813,5813,160,Economy,480000
5814,5814,122,Business,976000
5815,5815,137,Economy,411000
5816,5816,173,Economy,519000
5817,5817,215,Business,1720000
5818,5818,195,Economy,585000
5819,5819,186,Economy,558000
5820,5820,233,Business,1864000
5821,5821,177,Economy,531000
5822,5822,87,Economy,261000
5823,5823,198,Business,1584000
5824,5824,120,Business,960000
5825,5825,189,Business,1512000
5826,5826,85,Business,680000
5827,5827,171,Business,1368000
5828,5828,60,Business,480000
5829,5829,177,Business,1416000
5830,5830,244,Business,1952000
5831,5831,76,Economy,228000
5832,5832,240,Economy,720000
5833,5833,248,Business,1984000
5834,5834,243,Economy,729000
5835,5835,123,Business,984000
5836,5836,244,Business,1952000
5837,5837,130,Economy,390000
5838,5838,156,Business,1248000
5839,5839,114,Economy,342000
5840,5840,211,Business,1688000
5841,5841,176,Business,1408000
5842,5842,83,Economy,249000
5843,5843,113,Business,904000
5844,5844,66,Business,528000
5845,5845,228,Economy,684000
5846,5846,154,Business,1232000
5847,5847,233,Business,1864000
5848,5848,138,Economy,414000
5849,5849,157,Business,1256000
5850,5850,225,Business,1800000
5851,5851,239,Economy,717000
5852,5852,233,Business,1864000
5853,5853,188,Business,1504000
5854,5854,197,Business,1576000
5855,5855,117,Business,936000
5856,5856,211,Business,1688000
5857,5857,91,Economy,273000
5858,5858,218,Economy,654000
5859,5859,239,Business,1912000
5860,5860,194,Business,1552000
5861,5861,61,Business,488000
5862,5862,117,Business,936000
5863,5863,90,Economy,270000
5864,5864,191,Business,1528000
5865,5865,53,Economy,159000
5866,5866,175,Business,1400000
5867,5867,126,Business,1008000
5868,5868,123,Business,984000
5869,5869,191,Business,1528000
5870,5870,58,Business,464000
5871,5871,220,Business,1760000
5872,5872,197,Economy,591000
5873,5873,50,Economy,150000
5874,5874,157,Economy,471000
5875,5875,142,Business,1136000
5876,5876,121,Business,968000
5877,5877,66,Economy,198000
5878,5878,138,Economy,414000
5879,5879,69,Economy,207000
5880,5880,108,Business,864000
5881,5881,190,Business,1520000
5882,5882,170,Business,1360000
5883,5883,126,Economy,378000
5884,5884,224,Business,1792000
5885,5885,99,Business,792000
5886,5886,143,Economy,429000
5887,5887,217,Economy,651000
5888,5888,184,Economy,552000
5889,5889,104,Business,832000
5890,5890,100,Economy,300000
5891,5891,125,Business,1000000
5892,5892,179,Business,1432000
5893,5893,63,Business,504000
5894,5894,155,Business,1240000
5895,5895,194,Business,1552000
5896,5896,126,Economy,378000
5897,5897,178,Economy,534000
5898,5898,168,Economy,504000
5899,5899,160,Economy,480000
5900,5900,50,Business,400000
5901,5901,160,Economy,480000
5902,5902,75,Business,600000
5903,5903,165,Economy,495000
5904,5904,223,Business,1784000
5905,5905,62,Business,496000
5906,5906,83,Business,664000
5907,5907,111,Economy,333000
5908,5908,122,Business,976000
5909,5909,100,Economy,300000
5910,5910,90,Business,720000
5911,5911,104,Business,832000
5912,5912,205,Business,1640000
5913,5913,143,Economy,429000
5914,5914,238,Business,1904000
5915,5915,184,Economy,552000
5916,5916,51,Economy,153000
5917,5917,51,Economy,153000
5918,5918,205,Business,1640000
5919,5919,103,Business,824000
5920,5920,143,Economy,429000
5921,5921,107,Economy,321000
5922,5922,224,Business,1792000
5923,5923,110,Business,880000
5924,5924,153,Business,1224000
5925,5925,217,Business,1736000
5926,5926,67,Business,536000
5927,5927,191,Economy,573000
5928,5928,74,Business,592000
5929,5929,187,Economy,561000
5930,5930,149,Business,1192000
5931,5931,97,Business,776000
5932,5932,225,Business,1800000
5933,5933,238,Economy,714000
5934,5934,102,Economy,306000
5935,5935,186,Economy,558000
5936,5936,188,Economy,564000
5937,5937,76,Business,608000
5938,5938,108,Business,864000
5939,5939,235,Business,1880000
5940,5940,190,Business,1520000
5941,5941,242,Business,1936000
5942,5942,188,Economy,564000
5943,5943,106,Business,848000
5944,5944,244,Economy,732000
5945,5945,243,Economy,729000
5946,5946,159,Economy,477000
5947,5947,155,Economy,465000
5948,5948,73,Economy,219000
5949,5949,226,Economy,678000
5950,5950,217,Business,1736000
5951,5951,128,Business,1024000
5952,5952,247,Business,1976000
5953,5953,133,Business,1064000
5954,5954,51,Economy,153000
5955,5955,231,Business,1848000
5956,5956,192,Economy,576000
5957,5957,97,Economy,291000
5958,5958,147,Business,1176000
5959,5959,231,Economy,693000
5960,5960,95,Business,760000
5961,5961,234,Business,1872000
5962,5962,232,Business,1856000
5963,5963,237,Business,1896000
5964,5964,144,Business,1152000
5965,5965,207,Business,1656000
5966,5966,205,Business,1640000
5967,5967,229,Business,1832000
5968,5968,146,Economy,438000
5969,5969,218,Business,1744000
5970,5970,162,Economy,486000
5971,5971,70,Economy,210000
5972,5972,136,Business,1088000
5973,5973,91,Business,728000
5974,5974,62,Business,496000
5975,5975,94,Business,752000
5976,5976,139,Business,1112000
5977,5977,231,Economy,693000
5978,5978,196,Business,1568000
5979,5979,204,Business,1632000
5980,5980,217,Economy,651000
5981,5981,184,Economy,552000
5982,5982,74,Economy,222000
5983,5983,226,Economy,678000
5984,5984,153,Economy,459000
5985,5985,213,Business,1704000
5986,5986,120,Business,960000
5987,5987,168,Economy,504000
5988,5988,133,Economy,399000
5989,5989,201,Business,1608000
5990,5990,238,Economy,714000
5991,5991,141,Economy,423000
5992,5992,162,Economy,486000
5993,5993,118,Economy,354000
5994,5994,101,Business,808000
5995,5995,213,Economy,639000
5996,5996,228,Economy,684000
5997,5997,82,Economy,246000
5998,5998,102,Economy,306000
5999,5999,87,Economy,261000
6000,6000,221,Business,1768000
6001,6001,54,Business,432000
6002,6002,167,Business,1336000
6003,6003,80,Business,640000
6004,6004,186,Business,1488000
6005,6005,81,Economy,243000
6006,6006,218,Economy,654000
6007,6007,54,Business,432000
6008,6008,228,Business,1824000
6009,6009,103,Economy,309000
6010,6010,77,Business,616000
6011,6011,220,Business,1760000
6012,6012,61,Business,488000
6013,6013,246,Business,1968000
6014,6014,249,Economy,747000
6015,6015,66,Business,528000
6016,6016,57,Business,456000
6017,6017,67,Business,536000
6018,6018,166,Business,1328000
6019,6019,59,Economy,177000
6020,6020,88,Economy,264000
6021,6021,90,Economy,270000
6022,6022,157,Economy,471000
6023,6023,93,Business,744000
6024,6024,246,Economy,738000
6025,6025,92,Business,736000
6026,6026,224,Economy,672000
6027,6027,160,Economy,480000
6028,6028,225,Business,1800000
6029,6029,68,Business,544000
6030,6030,70,Economy,210000
6031,6031,52,Economy,156000
6032,6032,153,Business,1224000
6033,6033,105,Business,840000
6034,6034,176,Business,1408000
6035,6035,220,Business,1760000
6036,6036,178,Business,1424000
6037,6037,137,Business,1096000
6038,6038,85,Business,680000
6039,6039,55,Business,440000
6040,6040,123,Economy,369000
6041,6041,95,Business,760000
6042,6042,200,Business,1600000
6043,6043,69,Economy,207000
6044,6044,230,Business,1840000
6045,6045,215,Business,1720000
6046,6046,84,Business,672000
6047,6047,211,Economy,633000
6048,6048,227,Business,1816000
6049,6049,96,Economy,288000
6050,6050,85,Business,680000
6051,6051,65,Economy,195000
6052,6052,157,Economy,471000
6053,6053,226,Business,1808000
6054,6054,114,Economy,342000
6055,6055,112,Economy,336000
6056,6056,101,Economy,303000
6057,6057,122,Economy,366000
6058,6058,109,Economy,327000
6059,6059,150,Business,1200000
6060,6060,66,Business,528000
6061,6061,244,Business,1952000
6062,6062,87,Economy,261000
6063,6063,78,Business,624000
6064,6064,80,Economy,240000
6065,6065,236,Economy,708000
6066,6066,103,Economy,309000
6067,6067,151,Economy,453000
6068,6068,230,Economy,690000
6069,6069,75,Economy,225000
6070,6070,190,Business,1520000
6071,6071,234,Economy,702000
6072,6072,68,Business,544000
6073,6073,160,Business,1280000
6074,6074,76,Economy,228000
6075,6075,62,Economy,186000
6076,6076,101,Economy,303000
6077,6077,147,Business,1176000
6078,6078,241,Economy,723000
6079,6079,235,Economy,705000
6080,6080,68,Business,544000
6081,6081,132,Business,1056000
6082,6082,52,Economy,156000
6083,6083,116,Economy,348000
6084,6084,75,Business,600000
6085,6085,55,Economy,165000
6086,6086,190,Business,1520000
6087,6087,76,Economy,228000
6088,6088,154,Business,1232000
6089,6089,137,Economy,411000
6090,6090,59,Business,472000
6091,6091,65,Economy,195000
6092,6092,72,Business,576000
6093,6093,96,Business,768000
6094,6094,61,Economy,183000
6095,6095,205,Business,1640000
6096,6096,126,Economy,378000
6097,6097,67,Business,536000
6098,6098,107,Business,856000
6099,6099,179,Economy,537000
6100,6100,223,Business,1784000
6101,6101,194,Economy,582000
6102,6102,136,Economy,408000
6103,6103,113,Economy,339000
6104,6104,136,Economy,408000
6105,6105,242,Business,1936000
6106,6106,103,Economy,309000
6107,6107,220,Business,1760000
6108,6108,127,Business,1016000
6109,6109,232,Business,1856000
6110,6110,63,Business,504000
6111,6111,221,Economy,663000
6112,6112,87,Economy,261000
6113,6113,235,Economy,705000
6114,6114,154,Economy,462000
6115,6115,226,Business,1808000
6116,6116,65,Business,520000
6117,6117,131,Economy,393000
6118,6118,123,Business,984000
6119,6119,79,Economy,237000
6120,6120,117,Business,936000
6121,6121,120,Economy,360000
6122,6122,129,Business,1032000
6123,6123,164,Economy,492000
6124,6124,86,Economy,258000
6125,6125,246,Business,1968000
6126,6126,104,Business,832000
6127,6127,216,Business,1728000
6128,6128,234,Business,1872000
6129,6129,226,Business,1808000
6130,6130,146,Economy,438000
6131,6131,240,Business,1920000
6132,6132,148,Economy,444000
6133,6133,161,Business,1288000
6134,6134,167,Economy,501000
6135,6135,211,Business,1688000
6136,6136,106,Business,848000
6137,6137,146,Economy,438000
6138,6138,111,Business,888000
6139,6139,88,Business,704000
6140,6140,123,Economy,369000
6141,6141,116,Economy,348000
6142,6142,239,Economy,717000
6143,6143,78,Economy,234000
6144,6144,80,Economy,240000
6145,6145,109,Economy,327000
6146,6146,88,Economy,264000
6147,6147,50,Economy,150000
6148,6148,105,Business,840000
6149,6149,150,Economy,450000
6150,6150,235,Business,1880000
6151,6151,140,Business,1120000
6152,6152,198,Economy,594000
6153,6153,231,Business,1848000
6154,6154,248,Business,1984000
6155,6155,220,Business,1760000
6156,6156,231,Business,1848000
6157,6157,179,Business,1432000
6158,6158,191,Business,1528000
6159,6159,155,Economy,465000
6160,6160,180,Business,1440000
6161,6161,191,Business,1528000
6162,6162,54,Business,432000
6163,6163,130,Economy,390000
6164,6164,216,Business,1728000
6165,6165,178,Economy,534000
6166,6166,169,Economy,507000
6167,6167,92,Business,736000
6168,6168,141,Business,1128000
6169,6169,236,Economy,708000
6170,6170,127,Economy,381000
6171,6171,64,Business,512000
6172,6172,95,Economy,285000
6173,6173,56,Economy,168000
6174,6174,219,Economy,657000
6175,6175,164,Business,1312000
6176,6176,56,Business,448000
6177,6177,224,Business,1792000
6178,6178,137,Business,1096000
6179,6179,139,Business,1112000
6180,6180,68,Economy,204000
6181,6181,102,Business,816000
6182,6182,139,Economy,417000
6183,6183,65,Business,520000
6184,6184,111,Economy,333000
6185,6185,243,Economy,729000
6186,6186,114,Business,912000
6187,6187,161,Business,1288000
6188,6188,228,Economy,684000
6189,6189,85,Business,680000
6190,6190,212,Economy,636000
6191,6191,73,Economy,219000
6192,6192,118,Economy,354000
6193,6193,168,Business,1344000
6194,6194,206,Economy,618000
6195,6195,178,Economy,534000
6196,6196,234,Business,1872000
6197,6197,172,Economy,516000
6198,6198,186,Economy,558000
6199,6199,149,Economy,447000
6200,6200,64,Business,512000
6201,6201,123,Business,984000
6202,6202,193,Business,1544000
6203,6203,225,Economy,675000
6204,6204,85,Business,680000
6205,6205,102,Business,816000
6206,6206,128,Business,1024000
6207,6207,180,Business,1440000
6208,6208,196,Economy,588000
6209,6209,90,Business,720000
6210,6210,86,Economy,258000
6211,6211,236,Economy,708000
6212,6212,244,Business,1952000
6213,6213,185,Business,1480000
6214,6214,137,Business,1096000
6215,6215,63,Economy,189000
6216,6216,238,Economy,714000
6217,6217,84,Economy,252000
6218,6218,193,Business,1544000
6219,6219,120,Business,960000
6220,6220,212,Economy,636000
6221,6221,57,Economy,171000
6222,6222,237,Business,1896000
6223,6223,61,Business,488000
6224,6224,226,Economy,678000
6225,6225,159,Economy,477000
6226,6226,129,Economy,387000
6227,6227,164,Business,1312000
6228,6228,117,Business,936000
6229,6229,212,Economy,636000
6230,6230,94,Business,752000
6231,6231,90,Economy,270000
6232,6232,110,Economy,330000
6233,6233,125,Economy,375000
6234,6234,192,Economy,576000
6235,6235,148,Economy,444000
6236,6236,116,Economy,348000
6237,6237,236,Economy,708000
6238,6238,51,Business,408000
6239,6239,171,Economy,513000
6240,6240,183,Business,1464000
6241,6241,234,Economy,702000
6242,6242,65,Economy,195000
6243,6243,72,Economy,216000
6244,6244,144,Economy,432000
6245,6245,163,Economy,489000
6246,6246,90,Economy,270000
6247,6247,207,Business,1656000
6248,6248,244,Economy,732000
6249,6249,168,Economy,504000
6250,6250,171,Business,1368000
6251,6251,104,Business,832000
6252,6252,181,Business,1448000
6253,6253,159,Economy,477000
6254,6254,149,Economy,447000
6255,6255,77,Business,616000
6256,6256,227,Business,1816000
6257,6257,77,Economy,231000
6258,6258,172,Business,1376000
6259,6259,230,Economy,690000
6260,6260,244,Business,1952000
6261,6261,75,Economy,225000
6262,6262,216,Economy,648000
6263,6263,62,Business,496000
6264,6264,120,Economy,360000
6265,6265,103,Business,824000
6266,6266,62,Economy,186000
6267,6267,169,Business,1352000
6268,6268,108,Business,864000
6269,6269,53,Business,424000
6270,6270,129,Business,1032000
6271,6271,234,Business,1872000
6272,6272,109,Economy,327000
6273,6273,96,Business,768000
6274,6274,126,Economy,378000
6275,6275,54,Economy,162000
6276,6276,85,Business,680000
6277,6277,68,Economy,204000
6278,6278,79,Economy,237000
6279,6279,160,Economy,480000
6280,6280,90,Business,720000
6281,6281,225,Economy,675000
6282,6282,77,Economy,231000
6283,6283,80,Economy,240000
6284,6284,234,Business,1872000
6285,6285,220,Business,1760000
6286,6286,242,Business,1936000
6287,6287,186,Business,1488000
6288,6288,61,Business,488000
6289,6289,189,Business,1512000
6290,6290,91,Business,728000
6291,6291,230,Business,1840000
6292,6292,139,Business,1112000
6293,6293,234,Business,1872000
6294,6294,65,Economy,195000
6295,6295,148,Business,1184000
6296,6296,227,Economy,681000
6297,6297,181,Economy,543000
6298,6298,164,Economy,492000
6299,6299,62,Economy,186000
6300,6300,109,Economy,327000
6301,6301,77,Economy,231000
6302,6302,158,Business,1264000
6303,6303,189,Economy,567000
6304,6304,201,Economy,603000
6305,6305,141,Business,1128000
6306,6306,178,Economy,534000
6307,6307,211,Economy,633000
6308,6308,180,Business,1440000
6309,6309,71,Economy,213000
6310,6310,134,Business,1072000
6311,6311,76,Business,608000
6312,6312,198,Economy,594000
6313,6313,190,Economy,570000
6314,6314,93,Economy,279000
6315,6315,129,Economy,387000
6316,6316,159,Business,1272000
6317,6317,73,Business,584000
6318,6318,223,Business,1784000
6319,6319,66,Economy,198000
6320,6320,54,Economy,162000
6321,6321,87,Economy,261000
6322,6322,108,Economy,324000
6323,6323,204,Economy,612000
6324,6324,231,Business,1848000
6325,6325,154,Business,1232000
6326,6326,145,Business,1160000
6327,6327,139,Business,1112000
6328,6328,120,Business,960000
6329,6329,149,Economy,447000
6330,6330,104,Business,832000
6331,6331,120,Business,960000
6332,6332,220,Business,1760000
6333,6333,140,Economy,420000
6334,6334,215,Economy,645000
6335,6335,161,Business,1288000
6336,6336,137,Economy,411000
6337,6337,110,Economy,330000
6338,6338,222,Business,1776000
6339,6339,235,Economy,705000
6340,6340,157,Economy,471000
6341,6341,206,Economy,618000
6342,6342,231,Business,1848000
6343,6343,83,Business,664000
6344,6344,198,Business,1584000
6345,6345,94,Economy,282000
6346,6346,178,Business,1424000
6347,6347,187,Economy,561000
6348,6348,235,Economy,705000
6349,6349,143,Business,1144000
6350,6350,77,Business,616000
6351,6351,238,Economy,714000
6352,6352,155,Economy,465000
6353,6353,79,Business,632000
6354,6354,77,Business,616000
6355,6355,206,Economy,618000
6356,6356,80,Economy,240000
6357,6357,156,Business,1248000
6358,6358,245,Economy,735000
6359,6359,132,Economy,396000
6360,6360,158,Economy,474000
6361,6361,80,Economy,240000
6362,6362,90,Business,720000
6363,6363,113,Business,904000
6364,6364,171,Business,1368000
6365,6365,219,Economy,657000
6366,6366,93,Economy,279000
6367,6367,208,Business,1664000
6368,6368,165,Economy,495000
6369,6369,188,Economy,564000
6370,6370,85,Economy,255000
6371,6371,157,Business,1256000
6372,6372,81,Economy,243000
6373,6373,153,Economy,459000
6374,6374,216,Business,1728000
6375,6375,116,Business,928000
6376,6376,237,Business,1896000
6377,6377,141,Economy,423000
6378,6378,74,Business,592000
6379,6379,77,Economy,231000
6380,6380,196,Business,1568000
6381,6381,206,Business,1648000
6382,6382,227,Business,1816000
6383,6383,68,Business,544000
6384,6384,105,Economy,315000
6385,6385,195,Economy,585000
6386,6386,222,Economy,666000
6387,6387,162,Business,1296000
6388,6388,137,Economy,411000
6389,6389,151,Business,1208000
6390,6390,175,Business,1400000
6391,6391,131,Economy,393000
6392,6392,90,Business,720000
6393,6393,175,Business,1400000
6394,6394,62,Business,496000
6395,6395,245,Business,1960000
6396,6396,148,Business,1184000
6397,6397,245,Economy,735000
6398,6398,132,Economy,396000
6399,6399,73,Business,584000
6400,6400,210,Business,1680000
6401,6401,146,Economy,438000
6402,6402,122,Business,976000
6403,6403,232,Economy,696000
6404,6404,52,Economy,156000
6405,6405,52,Business,416000
6406,6406,79,Business,632000
6407,6407,195,Business,1560000
6408,6408,243,Economy,729000
6409,6409,220,Economy,660000
6410,6410,115,Business,920000
6411,6411,76,Business,608000
6412,6412,149,Economy,447000
6413,6413,154,Economy,462000
6414,6414,159,Economy,477000
6415,6415,68,Economy,204000
6416,6416,65,Business,520000
6417,6417,75,Economy,225000
6418,6418,63,Business,504000
6419,6419,96,Economy,288000
6420,6420,195,Economy,585000
6421,6421,205,Economy,615000
6422,6422,160,Economy,480000
6423,6423,196,Business,1568000
6424,6424,79,Business,632000
6425,6425,154,Business,1232000
6426,6426,198,Economy,594000
6427,6427,198,Business,1584000
6428,6428,97,Business,776000
6429,6429,232,Business,1856000
6430,6430,207,Business,1656000
6431,6431,91,Economy,273000
6432,6432,214,Economy,642000
6433,6433,90,Economy,270000
6434,6434,223,Economy,669000
6435,6435,145,Business,1160000
6436,6436,143,Economy,429000
6437,6437,237,Economy,711000
6438,6438,137,Economy,411000
6439,6439,50,Business,400000
6440,6440,103,Economy,309000
6441,6441,165,Economy,495000
6442,6442,84,Economy,252000
6443,6443,193,Economy,579000
6444,6444,54,Business,432000
6445,6445,208,Business,1664000
6446,6446,158,Business,1264000
6447,6447,86,Economy,258000
6448,6448,168,Economy,504000
6449,6449,202,Business,1616000
6450,6450,156,Economy,468000
6451,6451,162,Business,1296000
6452,6452,239,Business,1912000
6453,6453,202,Economy,606000
6454,6454,116,Business,928000
6455,6455,87,Business,696000
6456,6456,225,Economy,675000
6457,6457,241,Economy,723000
6458,6458,179,Economy,537000
6459,6459,241,Business,1928000
6460,6460,246,Economy,738000
6461,6461,197,Economy,591000
6462,6462,135,Economy,405000
6463,6463,60,Economy,180000
6464,6464,168,Economy,504000
6465,6465,131,Economy,393000
6466,6466,208,Economy,624000
6467,6467,84,Economy,252000
6468,6468,221,Economy,663000
6469,6469,232,Economy,696000
6470,6470,94,Business,752000
6471,6471,198,Business,1584000
6472,6472,229,Business,1832000
6473,6473,197,Business,1576000
6474,6474,58,Economy,174000
6475,6475,144,Economy,432000
6476,6476,186,Business,1488000
6477,6477,235,Economy,705000
6478,6478,248,Economy,744000
6479,6479,210,Economy,630000
6480,6480,50,Economy,150000
6481,6481,52,Economy,156000
6482,6482,216,Business,1728000
6483,6483,189,Business,1512000
6484,6484,143,Business,1144000
6485,6485,193,Business,1544000
6486,6486,227,Business,1816000
6487,6487,137,Business,1096000
6488,6488,76,Business,608000
6489,6489,78,Business,624000
6490,6490,176,Business,1408000
6491,6491,169,Economy,507000
6492,6492,154,Economy,462000
6493,6493,127,Economy,381000
6494,6494,118,Business,944000
6495,6495,156,Business,1248000
6496,6496,229,Business,1832000
6497,6497,151,Business,1208000
6498,6498,55,Business,440000
6499,6499,201,Business,1608000
6500,6500,89,Business,712000
6501,6501,82,Economy,246000
6502,6502,186,Economy,558000
6503,6503,226,Business,1808000
6504,6504,116,Business,928000
6505,6505,200,Economy,600000
6506,6506,71,Business,568000
6507,6507,121,Economy,363000
6508,6508,127,Business,1016000
6509,6509,143,Economy,429000
6510,6510,165,Economy,495000
6511,6511,185,Business,1480000
6512,6512,196,Business,1568000
6513,6513,158,Business,1264000
6514,6514,215,Business,1720000
6515,6515,183,Economy,549000
6516,6516,229,Economy,687000
6517,6517,83,Economy,249000
6518,6518,123,Business,984000
6519,6519,144,Economy,432000
6520,6520,188,Economy,564000
6521,6521,92,Business,736000
6522,6522,84,Business,672000
6523,6523,188,Economy,564000
6524,6524,217,Economy,651000
6525,6525,209,Economy,627000
6526,6526,226,Business,1808000
6527,6527,139,Economy,417000
6528,6528,234,Business,1872000
6529,6529,114,Business,912000
6530,6530,97,Business,776000
6531,6531,229,Economy,687000
6532,6532,88,Business,704000
6533,6533,231,Economy,693000
6534,6534,202,Business,1616000
6535,6535,153,Economy,459000
6536,6536,222,Economy,666000
6537,6537,206,Economy,618000
6538,6538,150,Economy,450000
6539,6539,81,Business,648000
6540,6540,172,Economy,516000
6541,6541,143,Business,1144000
6542,6542,173,Business,1384000
6543,6543,172,Business,1376000
6544,6544,131,Business,1048000
6545,6545,157,Business,1256000
6546,6546,116,Economy,348000
6547,6547,61,Business,488000
6548,6548,235,Economy,705000
6549,6549,69,Economy,207000
6550,6550,99,Economy,297000
6551,6551,185,Economy,555000
6552,6552,208,Business,1664000
6553,6553,201,Business,1608000
6554,6554,175,Business,1400000
6555,6555,190,Economy,570000
6556,6556,249,Economy,747000
6557,6557,91,Business,728000
6558,6558,127,Business,1016000
6559,6559,128,Economy,384000
6560,6560,75,Business,600000
6561,6561,215,Economy,645000
6562,6562,159,Economy,477000
6563,6563,87,Business,696000
6564,6564,232,Business,1856000
6565,6565,146,Economy,438000
6566,6566,187,Economy,561000
6567,6567,60,Business,480000
6568,6568,180,Business,1440000
6569,6569,172,Business,1376000
6570,6570,72,Business,576000
6571,6571,111,Economy,333000
6572,6572,247,Economy,741000
6573,6573,90,Economy,270000
6574,6574,170,Economy,510000
6575,6575,218,Economy,654000
6576,6576,142,Business,1136000
6577,6577,53,Economy,159000
6578,6578,180,Economy,540000
6579,6579,100,Business,800000
6580,6580,232,Economy,696000
6581,6581,156,Business,1248000
6582,6582,240,Business,1920000
6583,6583,226,Economy,678000
6584,6584,121,Economy,363000
6585,6585,119,Economy,357000
6586,6586,118,Economy,354000
6587,6587,57,Business,456000
6588,6588,172,Business,1376000
6589,6589,185,Business,1480000
6590,6590,196,Economy,588000
6591,6591,161,Business,1288000
